*ContactName,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,*InvoiceNumber,Reference,*InvoiceDate,*DueDate,Total,InventoryItemCode,*Description,*Quantity,*UnitAmount,Discount,*AccountCode,*TaxType,TaxAmount,TrackingName1,*TrackingOption1,TrackingName2,TrackingOption2,Currency
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c0665993d8fd10548e15abfa7a67efcf1808a610,14/11/18,14/11/18,,,"Energy sales,TC, From 720162",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f1f88f9146ef9697f86a7ad7fb91d5ac4c0501ff,14/11/18,14/11/18,,,"Energy sales,TC, From 365850",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f45907405467936ea3b83b8871f4f62078614f62,14/11/18,14/11/18,,,"Energy sales,TC, From 525089",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyabayagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9d659d7900df59fd19e79ef3c140b6f71cb458f1,14/11/18,14/11/18,,,"Energy sales,TC, From 180564",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5c1bd8959c1ec71185e68223049e7a6c5f0866a5,14/11/18,14/11/18,,,"Energy sales,TC, From 173926",1,700,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b76c9146635394f8690e2b147fecbcf69fcd99c6,14/11/18,14/11/18,,,"Energy sales,TC, From 907842",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,31c6c97e495caee26f2573341658ca7e7da2178e,14/11/18,14/11/18,,,"Energy sales,MOMO, From 215445",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c875818f930cda98c71b6a80c7540d2c4c031080,14/11/18,14/11/18,,,"Energy sales,TC, From 126689",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,481ae5a140c26e4a87baed69e2d5ccddcd1fa9d9,14/11/18,14/11/18,,,"Energy sales,TC, From 111054",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6444fe9f0116059f612c448911ffe95065fd35b5,14/11/18,14/11/18,,,"Energy sales,TC, From 720162",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,afecedab2874b3301bf041e87b16716c0a25da24,14/11/18,14/11/18,,,"Energy sales,TC, From 130709",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rwali1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,91188e718bc6cd7c8411a1b47d13fad2351bb77e,14/11/18,14/11/18,,,"Energy sales,TC, From 575084",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6da020c15e9f7be5fd22a4b7a2a6e64a6f9e4d64,14/11/18,14/11/18,,,"Energy sales,TC, From 125668",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,be65c5eefc5b2f34eb63da156d3bf1f11a83b43a,14/11/18,14/11/18,,,"Energy sales,MOMO, From 187149",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a0444338bca8590cfa483980edf0fdbec626bf15,14/11/18,14/11/18,,,"Energy sales,TC, From 399127",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1b8d046bef4f362d8db9edb0c56fd9d01c6271bb,14/11/18,14/11/18,,,"Energy sales,TC, From 169393",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,cdcf7cebfd91a2d4141018c51de4f1870fce8fcd,14/11/18,14/11/18,,,"Energy sales,MOMO, From 126050",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karumbya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,50cc0920c639c548d37c115a5cb4f42c6c656587,14/11/18,14/11/18,,,"Energy sales,TC, From 769887",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,dcf8a3bbeaaf35eb801b2645c534d9256294044f,14/11/18,14/11/18,,,"Energy sales,MOMO, From 107101",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3c69365057c29fafda53b3a7fbcd09291febdbdf,14/11/18,14/11/18,,,"Energy sales,TC, From 162008",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c05a9d290f557b088eeec34ec1613f129945a273,14/11/18,14/11/18,,,"Energy sales,TC, From 948690",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ac37c904180c19c3d037ddab3d2daf2c43ff0c73,14/11/18,14/11/18,,,"Energy sales,TC, From 604200",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7dbcb8206609ece4fd8feb532892744c406665d6,14/11/18,14/11/18,,,"Energy sales,TC, From 135539",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gihandagazi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9e0cb2b74bf2bb21c2ade809789516222f7c5e34,14/11/18,14/11/18,,,"Energy sales,TC, From 166790",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1610befc9b3939df7393cce9ddfaa00526e2df0a,14/11/18,14/11/18,,,"Energy sales,TC, From 175067",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,rulindo1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,98063f3a7e02834a491dbd28b6bbba9e19e51202,14/11/18,14/11/18,,,"Energy sales,MOMO, From 204477",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5e88d895c0d56eb31247ad83a125b7611dc35ccb,14/11/18,14/11/18,,,"Energy sales,TC, From 144806",1,600,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e82288380e4e2315de3437ace2ad58e9879b81bd,14/11/18,14/11/18,,,"Energy sales,TC, From 121571",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,27ed1c0918185493772fb7c498a3be0c27ed466c,14/11/18,14/11/18,,,"Energy sales,TC, From 987487",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2890cad4e991b8b8d9baae5a8d260367219d269f,14/11/18,14/11/18,,,"Energy sales,TC, From 120816",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kabeza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9b89a26376636440d1fbc143dcaa0d63e521bb22,14/11/18,14/11/18,,,"Energy sales,TC, From 151426",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kuri-kane1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,3d663bc18c5c0feca38f4dd83295411c3ce74e40,14/11/18,14/11/18,,,"Energy sales,TC, From 160573",1,600,,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2c27160cea46a81f3f8d582dd1a37fd4e62dd41d,14/11/18,14/11/18,,,"Energy sales,TC, From 126495",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,2cb04d8287343a1ac6ee11a27f04bea3fbd69555,14/11/18,14/11/18,,,"Energy sales,MOMO, From 204616",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,87cd2825fe39aaa2ff6468161633a52ee611dc1e,14/11/18,14/11/18,,,"Energy sales,TC, From 111904",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d058d68d64226e6a32869535fa4d9635f4dfde65,14/11/18,14/11/18,,,"Energy sales,TC, From 172236",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4a9c3320d2e9902b05e7ee24ab6c2e415d701ed1,14/11/18,14/11/18,,,"Energy sales,TC, From 197954",1,"2,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,rwarutare1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6609c6acc66b924e262beffdc463b917ec874987,14/11/18,14/11/18,,,"Energy sales,TC, From 812862",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kuri-kane1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,d716a7e05c442f4ab6e42895f5531ee85e4db73d,14/11/18,14/11/18,,,"Energy sales,MOMO, From 168497",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8690691bd38b83f5a47e8dd23b007ed1839e0768,14/11/18,14/11/18,,,"Energy sales,TC, From 663670",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d185b5da25444dd382c5f9baadef9d851077be3b,14/11/18,14/11/18,,,"Energy sales,TC, From 180743",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kinyaro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,89b8147e0c249d5f10eb4086af31b037c4693d6c,14/11/18,14/11/18,,,"Energy sales,TC, From 104493",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhuha1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,fe2dd9473b88722979fad2aef2c6374d00521bb3,14/11/18,14/11/18,,,"Energy sales,TC, From 114322",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gasagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c09c15d4c42865413f9ab5c515af9af56792071e,14/11/18,14/11/18,,,"Energy sales,TC, From 128221",1,"1,400",,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,14e0dc667307aab9c3fb5c7de0f2b21902fca589,14/11/18,14/11/18,,,"Energy sales,TC, From 146126",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,62159e6e920b8c1c596ce2ec9db52bd03752503d,14/11/18,14/11/18,,,"Energy sales,TC, From 807620",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5c0d64a908587e4b78d850a757c44c4928c84acb,14/11/18,14/11/18,,,"Energy sales,TC, From 576005",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,23dd4fa626f5347f246f5a1121456175aa142e43,14/11/18,14/11/18,,,"Energy sales,TC, From 135614",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9e8bfe2825636f087e328e84feca22af5d992a1f,14/11/18,14/11/18,,,"Energy sales,TC, From 846808",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,de017c8089f5b5e6fcdeff71e7d053a22f20a0a6,14/11/18,14/11/18,,,"Energy sales,TC, From 172196",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,469a2d8e95b92954ad07198cbf90ce674bc611cf,14/11/18,14/11/18,,,"Energy sales,TC, From 128645",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,uruyenzi1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a41ea072b566ff7bfdd557361e60d7afce63d245,14/11/18,14/11/18,,,"Energy sales,TC, From 146126",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,301d4a6479dbc2522d40bd9e75d43245b24ff05a,14/11/18,14/11/18,,,"Energy sales,TC, From 106815",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,323d79c46ef9bef316d6da8fe58c1adde8a0a5b9,14/11/18,14/11/18,,,"Energy sales,TC, From 105565",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ramiro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d467976e9f99f2110735b22aa1799c84c5a2d013,14/11/18,14/11/18,,,"Energy sales,TC, From 150657",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,f663611c18c0d5b29000f87a98c134e1d870f99e,14/11/18,14/11/18,,,"Energy sales,TC, From 157930",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a73900a1c02bcd56e38b54f65f759a1095cf9397,14/11/18,14/11/18,,,"Energy sales,TC, From 267623",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kwa-waridi,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,aa3522477e92123c4f3d9f54013a0881eb5b6996,14/11/18,14/11/18,,,"Energy sales,TC, From 113993",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c0819289ae6422390d4d2bdfe2674f7ed8f23dd7,14/11/18,14/11/18,,,"Energy sales,TC, From 117573",1,520,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,6e08c742a94020aa095c99c02b5025659be4069e,15/11/18,15/11/18,,,"Energy sales,TC, From 985499",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9a97df294309460d12849be90036e38093ba5e43,15/11/18,15/11/18,,,"Energy sales,TC, From 152181",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,aca3392db5bfa90d40d92445d4efd122bef6d10c,15/11/18,15/11/18,,,"Energy sales,TC, From 667119",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,runyonza3,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a943efa526ed87de733b250866b0ec910a08c213,15/11/18,15/11/18,,,"Energy sales,TC, From 172343",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gahindano,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,2d889d571dbf6e73bf12f80c11b463ccfe249131,15/11/18,15/11/18,,,"Energy sales,TC, From 134619",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,a9e0704c3c9eec4d0649d641d5296d2edbeb55ae,15/11/18,15/11/18,,,"Energy sales,TC, From 158829",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b0e0e7d28397f42e51797a41506746092095e868,15/11/18,15/11/18,,,"Energy sales,TC, From 111669",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,00f7090ef46ab4b8850e680b8ddf116da570d72a,15/11/18,15/11/18,,,"Energy sales,TC, From 125567",1,700,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1439c79e098e4fb36d91f93a1b67ae161eac31b0,15/11/18,15/11/18,,,"Energy sales,TC, From 796023",1,700,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,0f38b09aaeae7aea12d177310a76a32dd7a94bbd,15/11/18,15/11/18,,,"Energy sales,TC, From 156673",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kavumu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d535321870f1eb6b73419a7fcc435c5a5b4ec0a4,15/11/18,15/11/18,,,"Energy sales,TC, From 173446",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b5c0134bc1f9a97d706abbe20f4230361b26424e,15/11/18,15/11/18,,,"Energy sales,TC, From 158519",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1055ef81835ffb9a23d9bc30f283df43ffed95de,15/11/18,15/11/18,,,"Energy sales,TC, From 737498",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ku-gasima1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8633cb70bcb843a6d7d46460fe8c8a1ab65e17d2,15/11/18,15/11/18,,,"Energy sales,TC, From 154115",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mu-gasoko1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,d331dd2d2e29358cbd939ddfa3d9f5617a6bd6b8,15/11/18,15/11/18,,,"Energy sales,TC, From 470271",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c8c8d85c82212c79c7aebfbed7068ce9e93b47ff,15/11/18,15/11/18,,,"Energy sales,TC, From 888746",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,bizenga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,03735270f4ffc82aeceff323ebab2b377f00bdc1,15/11/18,15/11/18,,,"Energy sales,TC, From 317754",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyanika1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,079f399612b4206ee3c6350c79cd5270605e33f8,15/11/18,15/11/18,,,"Energy sales,TC, From 136844",1,554,,P&L 1.1,Sale Exempt (0%),,,,SITES,kasebigege1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4c7ac49123414e626536d232b83da09688ef27d1,15/11/18,15/11/18,,,"Energy sales,TC, From 158930",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8670c68925d488ab83824e8a25557c653a2f7181,15/11/18,15/11/18,,,"Energy sales,TC, From 858763",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b0798ec9b530e85459962a839d2a138ad334ee68,15/11/18,15/11/18,,,"Energy sales,TC, From 147637",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,66cde341eedd0d8b2213cc0f1e3821964bbfc441,15/11/18,15/11/18,,,"Energy sales,TC, From 442932",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,giturusu1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,e90b612f2bdc05cf8512fe7579ebbde3f728c94f,15/11/18,15/11/18,,,"Energy sales,TC, From 168240",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kinyaro1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,833e650e8247a9ad9dcb6099f9c83116845d4686,15/11/18,15/11/18,,,"Energy sales,TC, From 111239",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,shirinyota1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,b47ac1f5d3ed205213c86c495b5640828512c2ba,15/11/18,15/11/18,,,"Energy sales,TC, From 224886",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,66879fd932930e6de19b47c51916ed5d9809d683,15/11/18,15/11/18,,,"Energy sales,TC, From 843762",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,akajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,ba910890e6eeb3eeab8bb4a3852f2b8de4d4d1fa,15/11/18,15/11/18,,,"Energy sales,TC, From 930108",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,nyamabuye1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7d82438a2c905cd4d87f188ea8d4499ccf1f351d,15/11/18,15/11/18,,,"Energy sales,TC, From 127033",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,muriza1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,85cd89b8c051e4e7f615110c61c91e8fdab815f1,15/11/18,15/11/18,,,"Energy sales,MOMO, From 625632",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,fcf18eae41c14d158878bd70fb772d73befa4076,15/11/18,15/11/18,,,"Energy sales,MOMO, From 177186",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,karisizo1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,00c558a05378a011ae9829f1706ae22377078405,15/11/18,15/11/18,,,"Energy sales,TC, From 166055",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,gitaraga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,af7c920ec9ce351743c5ac3d1c1a3099debad79c,15/11/18,15/11/18,,,"Energy sales,TC, From 210989",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kuri-kane1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,9b63a0249307162affc63671828cfb0e543fa19b,15/11/18,15/11/18,,,"Energy sales,TC, From 206650",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,cyabayagara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,220671f311657d751b0c787ae20ececbe7e2ce65,15/11/18,15/11/18,,,"Energy sales,TC, From 172791",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,466ded8f28fdedfe922de56e7c1ffecdd1447657,15/11/18,15/11/18,,,"Energy sales,MOMO, From 148908",1,"2,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kumbuga1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1e267ffec1542b6c5ad427a18072c557bd179e22,15/11/18,15/11/18,,,"Energy sales,TC, From 122737",1,"2,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5eea0b9c57c84adc892ad84792f49c7d75027ac6,15/11/18,15/11/18,,,"Energy sales,TC, From 907842",1,"1,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,5cd1e1cef23695f4475d7620d21e29c2d36b54b1,15/11/18,15/11/18,,,"Energy sales,TC, From 146883",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,1f446285da12d14f21f6836e5cb8dbce4b1bde63,15/11/18,15/11/18,,,"Energy sales,TC, From 116586",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kaboshya1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,7549b13fafc9dcd5bd1b25e484daea1c0b62cd16,15/11/18,15/11/18,,,"Energy sales,TC, From 162201",1,"3,000",,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,c46868a90284608c3a13eb5c9b02386761db2024,15/11/18,15/11/18,,,"Energy sales,TC, From 162753",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,625eced0ecc87bc55ad379b8b1c1e33cc81e053d,15/11/18,15/11/18,,,"Energy sales,TC, From 183873",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,nganwa1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,70227e54d42f45268bc82a703cd40cbd61a5c294,15/11/18,15/11/18,,,"Energy sales,TC, From 130146",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,mugororo1,
Energy Sales MTN cash ,,,,,,,,,MTN INV-20181201,a51baa900f8adbdb38dde2c61453d22d38b66296,15/11/18,15/11/18,,,"Energy sales,MOMO, From 167248",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4c40378f50c8eceb4bd4fc174b98a943863104d5,15/11/18,15/11/18,,,"Energy sales,TC, From 116358",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ngara1,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,4f26d93f8d876e35a2ebc849a29fb10c8a5388f4,15/11/18,15/11/18,,,"Energy sales,TC, From 561784",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,kajevuba2,
Energy Sales Tigo Cash ,,,,,,,,,TIGO INV-20181201,8a646adb0a569754eae11fe6d2147843f1483d8a,15/11/18,15/11/18,,,"Energy sales,TC, From 363285",1,500,,P&L 1.1,Sale Exempt (0%),,,,SITES,ruhama1,
